id,name,size,created_datetime,modified_datetime,created_by,modified_by,web_url,mime_type,is_folder,parent_path,site_id,library_id,library_name,ingestion_timestamp
30STUVWX012345678,Change_Management_Plan.docx,589824,2024-01-26T14:10:00Z,2024-03-08T16:25:45Z,John Smith,Bob Johnson,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/Change_Management_Plan.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,false,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
31YZABCD123456780,Archive,0,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z,John Smith,John Smith,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/Archive,,,true,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
32EFGHIJ234567891,2024_Projects,0,2024-01-02T00:00:00Z,2024-03-20T14:30:00Z,Alice Williams,Jane Doe,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/2024_Projects,,,true,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
33KLMNOP345678902,Meeting_Minutes,0,2024-01-15T00:00:00Z,2024-03-22T10:15:00Z,Jane Doe,Bob Johnson,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/Meeting_Minutes,,,true,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
34QRSTUV456789013,Templates,0,2023-12-15T00:00:00Z,2024-02-28T09:00:00Z,Charlie Brown,Alice Williams,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/Templates,,,true,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
35WXYZAB567890124,HR_Documents,0,2024-01-05T00:00:00Z,2024-03-15T11:30:00Z,Bob Johnson,John Smith,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/HR_Documents,,,true,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
36CDEFGH678901235,API_Documentation.docx,1245184,2024-02-14T09:45:00Z,2024-03-21T15:10:20Z,Alice Williams,Charlie Brown,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/API_Documentation.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,false,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
37IJKLMN789012346,Infrastructure_Costs_Q1.xlsx,720896,2024-03-02T10:30:00Z,2024-03-24T14:20:30Z,Charlie Brown,Bob Johnson,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/Infrastructure_Costs_Q1.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,false,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
38OPQRST890123457,Onboarding_Checklist.docx,294912,2024-01-11T11:20:00Z,2024-02-15T09:35:15Z,Jane Doe,Alice Williams,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/Onboarding_Checklist.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,false,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
39UVWXYZ901234568,Sprint_Retrospective_Notes.txt,16384,2024-03-15T16:00:00Z,2024-03-15T16:00:00Z,Bob Johnson,Bob Johnson,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/Sprint_Retrospective_Notes.txt,text/plain,false,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
40ABCDEF012345679,Compliance_Checklist_2024.xlsx,491520,2024-02-03T08:45:00Z,2024-03-18T13:25:45Z,John Smith,Jane Doe,https://contoso.sharepoint.com/sites/ProjectAlpha/Shared%20Documents/Compliance_Checklist_2024.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,false,/drive/root:/Shared Documents,site-12345,drive-67890,Documents,2024-03-25T08:00:00Z
